age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
47.0,Self Enquiry,2,2040.0,Small Business,female,2.0,4.0,deluxe,3.0,3.0,0,4,manager,354870.0,0,Married,Car Ownership,1 Children
32.0,Company Invited,3,1020.0,Small Business,female,2.0,4.0,deluxe,3.0,3.0,0,3,manager,316065.0,0,Unmarried,Car Ownership,1 Children
23.0,Self Enquiry,2,480.0,Small Business,male,2.0,5.0,deluxe,3.0,2.0,0,3,manager,340350.0,0,Unmarried,Car Ownership,1 Children
10.0,Self Enquiry,2,1020.0,Salaried,female,3.0,5.0,deluxe,3.0,3.0,0,4,manager,341385.0,1,Unmarried,Car Ownership,2 Children
37.0,Self Enquiry,2,1920.0,Salaried,male,2.0,5.0,deluxe,3.0,3.0,0,3,manager,344415.0,0,Unmarried,Car Ownership,1 Children
34.0,Self Enquiry,2,540.0,Salaried,male,2.0,4.0,deluxe,3.0,2.0,0,4,manager,329970.0,0,Divorced,No Car Ownership,1 Children
39.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,3,manager,329205.0,0,Unmarried,Car Ownership,2 Children
25.0,Self Enquiry,2,720.0,Salaried,female,2.0,4.0,standard,3.0,3.0,0,3,senior manager,370000.0,0,Unmarried,Car Ownership,1 Children
43.0,Self Enquiry,2,1920.0,Small Business,female,2.0,4.0,deluxe,3.0,7.0,1,4,manager,401220.0,0,Unmarried,Car Ownership,1 Children
39.0,Company Invited,2,600.0,Large Business,female,3.0,4.0,standard,3.0,5.0,1,4,senior manager,376410.0,0,Unmarried,Car Ownership,2 Children
39.0,Self Enquiry,2,780.0,Small Business,male,2.0,4.0,standard,3.0,2.0,0,4,senior manager,425520.0,0,Married,Car Ownership,1 Children
47.0,Self Enquiry,3,420.0,Salaried,male,2.0,1.0,super deluxe,3.0,1.0,1,1,avp,495525.0,0,Married,Car Ownership,No Children
50.0,Self Enquiry,2,780.0,Salaried,female,2.0,4.0,super deluxe,3.0,5.0,0,4,avp,466110.0,0,Divorced,Car Ownership,1 Children
39.0,Self Enquiry,1,1380.0,Small Business,male,2.0,4.0,deluxe,3.0,3.0,0,3,manager,355770.0,0,Married,No Car Ownership,1 Children
57.0,Self Enquiry,1,660.0,Large Business,male,2.0,4.0,standard,3.0,5.0,0,5,senior manager,400000.0,0,Married,Car Ownership,1 Children
33.0,Company Invited,1,540.0,Small Business,female,2.0,4.0,basic,3.0,3.0,0,3,executive,304005.0,0,Divorced,Car Ownership,1 Children
50.0,Self Enquiry,1,600.0,Small Business,male,2.0,4.0,basic,3.0,6.0,0,3,executive,265395.0,0,Married,Car Ownership,1 Children
35.0,Company Invited,1,660.0,Small Business,female,3.0,5.0,basic,3.0,1.0,0,4,executive,,1,Married,Car Ownership,2 Children
23.0,Company Invited,1,540.0,Large Business,male,2.0,4.0,basic,3.0,2.0,0,3,executive,258705.0,1,Single,No Car Ownership,1 Children
33.0,Company Invited,1,,Small Business,female,2.0,5.0,basic,3.0,3.0,0,4,executive,307365.0,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,1,540.0,Small Business,male,2.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0,Married,Car Ownership,1 Children
46.0,Self Enquiry,1,1800.0,Large Business,male,2.0,4.0,basic,3.0,5.0,0,3,executive,324450.0,0,Married,Car Ownership,1 Children
44.0,Self Enquiry,2,720.0,Small Business,male,2.0,4.0,basic,3.0,2.0,0,3,executive,497670.0,0,Single,Car Ownership,1 Children
50.0,Company Invited,2,420.0,Small Business,male,2.0,4.0,standard,3.0,2.0,0,3,senior manager,491970.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,2,720.0,Small Business,male,2.0,4.0,deluxe,3.0,5.0,0,4,manager,337005.0,0,Married,Car Ownership,1 Children
29.0,Self Enquiry,2,480.0,Salaried,male,2.0,4.0,standard,3.0,1.0,0,2,senior manager,350235.0,0,Unmarried,Car Ownership,No Children
41.0,Self Enquiry,1,900.0,Salaried,male,2.0,4.0,king,3.0,2.0,0,4,vp,532530.0,0,Married,Car Ownership,1 Children
57.0,Company Invited,1,780.0,Salaried,male,2.0,4.0,king,3.0,,1,3,vp,566625.0,1,Married,Car Ownership,1 Children
59.0,Company Invited,1,420.0,Small Business,male,2.0,3.0,king,3.0,2.0,0,1,vp,495525.0,0,Single,Car Ownership,No Children
36.0,Company Invited,2,960.0,Small Business,female,2.0,3.0,deluxe,3.0,2.0,0,4,manager,260265.0,1,Married,Car Ownership,1 Children
38.0,Self Enquiry,2,1200.0,Small Business,male,2.0,3.0,deluxe,3.0,5.0,0,4,manager,319350.0,0,Married,Car Ownership,1 Children
42.0,Self Enquiry,1,900.0,Salaried,female,2.0,4.0,deluxe,3.0,4.0,0,4,manager,351690.0,0,Unmarried,Car Ownership,1 Children
49.0,Self Enquiry,1,1080.0,Salaried,female,2.0,5.0,basic,3.0,3.0,1,3,manager,,0,Married,No Car Ownership,1 Children
47.0,Self Enquiry,2,840.0,Small Business,male,2.0,4.0,deluxe,3.0,1.0,1,4,manager,300000.0,1,Divorced,Car Ownership,1 Children
22.0,Self Enquiry,1,1260.0,Small Business,male,2.0,3.0,basic,3.0,2.0,0,4,executive,274215.0,0,Single,Car Ownership,1 Children
47.0,Self Enquiry,2,840.0,Small Business,female,3.0,4.0,standard,3.0,1.0,0,4,senior manager,470000.0,0,Single,Car Ownership,2 Children
56.0,Self Enquiry,1,840.0,Small Business,male,2.0,3.0,basic,3.0,7.0,0,5,executive,380000.0,0,Divorced,Car Ownership,1 Children
50.0,Self Enquiry,2,900.0,Small Business,female,3.0,5.0,basic,3.0,3.0,0,3,executive,318690.0,0,Married,No Car Ownership,2 Children
37.0,Company Invited,2,960.0,Small Business,male,2.0,4.0,standard,3.0,3.0,0,2,senior manager,373455.0,0,Divorced,Car Ownership,1 Children
35.0,Company Invited,3,840.0,Small Business,male,2.0,5.0,basic,3.0,7.0,0,2,executive,300000.0,1,Unmarried,Car Ownership,1 Children
27.0,Company Invited,3,1140.0,Salaried,female,2.0,4.0,deluxe,3.0,1.0,0,2,manager,320000.0,0,Unmarried,Car Ownership,1 Children
22.0,Self Enquiry,2,780.0,Salaried,male,1.0,4.0,basic,3.0,1.0,0,2,executive,250020.0,1,Single,Car Ownership,No Children
30.0,Self Enquiry,2,420.0,Salaried,male,3.0,5.0,basic,3.0,3.0,0,4,executive,299745.0,0,Divorced,Car Ownership,2 Children
29.0,Self Enquiry,2,840.0,Small Business,male,2.0,5.0,standard,3.0,3.0,0,4,senior manager,397560.0,0,Married,Car Ownership,1 Children
33.0,Self Enquiry,1,540.0,Small Business,male,2.0,5.0,basic,3.0,3.0,0,3,executive,350000.0,0,Married,Car Ownership,1 Children
32.0,Company Invited,1,900.0,Small Business,female,2.0,5.0,standard,3.0,2.0,0,2,senior manager,375120.0,0,Divorced,No Car Ownership,1 Children
52.0,Company Invited,1,840.0,Salaried,male,1.0,4.0,super deluxe,3.0,6.0,0,1,avp,541170.0,0,Single,Car Ownership,No Children
51.0,Self Enquiry,2,1260.0,Small Business,male,2.0,4.0,deluxe,3.0,2.0,0,5,manager,333705.0,0,Married,Car Ownership,1 Children
34.0,Company Invited,2,720.0,Small Business,female,2.0,4.0,standard,3.0,2.0,0,3,senior manager,390000.0,0,Married,Car Ownership,1 Children
34.0,Self Enquiry,2,840.0,Small Business,male,2.0,4.0,standard,3.0,2.0,0,3,senior manager,418680.0,0,Married,Car Ownership,1 Children
38.0,Company Invited,2,1860.0,Small Business,male,2.0,4.0,deluxe,3.0,5.0,0,3,manager,371310.0,0,Married,Car Ownership,1 Children
35.0,Company Invited,2,1380.0,Small Business,female,2.0,4.0,basic,4.0,5.0,0,4,executive,328170.0,0,Divorced,Car Ownership,1 Children
34.0,Company Invited,2,960.0,Small Business,male,2.0,4.0,deluxe,3.0,2.0,0,3,manager,331005.0,0,Unmarried,Car Ownership,1 Children
49.0,Self Enquiry,2,1620.0,Small Business,male,2.0,4.0,super deluxe,3.0,5.0,0,4,avp,413325.0,0,Married,Car Ownership,1 Children
26.0,Self Enquiry,2,720.0,Small Business,female,3.0,4.0,basic,4.0,5.0,0,3,executive,,1,Divorced,Car Ownership,2 Children
29.0,Company Invited,3,2040.0,Small Business,female,2.0,5.0,deluxe,3.0,3.0,0,3,manager,324330.0,0,Unmarried,Car Ownership,1 Children
27.0,Self Enquiry,2,1740.0,Small Business,male,2.0,4.0,deluxe,3.0,3.0,0,3,manager,319710.0,0,Married,Car Ownership,1 Children
27.0,Self Enquiry,2,960.0,Large Business,male,3.0,4.0,basic,4.0,7.0,0,4,senior manager,370425.0,0,Unmarried,Car Ownership,2 Children
24.0,Company Invited,2,1020.0,Small Business,male,2.0,5.0,basic,4.0,3.0,0,3,executive,313380.0,1,Married,Car Ownership,1 Children
30.0,Self Enquiry,2,540.0,Small Business,female,3.0,4.0,deluxe,3.0,1.0,0,5,senior manager,330000.0,0,Single,Car Ownership,2 Children
43.0,Self Enquiry,2,480.0,Small Business,male,2.0,4.0,deluxe,3.0,3.0,0,3,manager,354840.0,0,Unmarried,No Car Ownership,1 Children
31.0,Self Enquiry,2,1560.0,Small Business,male,2.0,4.0,deluxe,3.0,3.0,0,4,manager,326010.0,0,Unmarried,Car Ownership,1 Children
20.0,Self Enquiry,3,540.0,Small Business,male,2.0,4.0,basic,3.0,2.0,0,4,executive,300000.0,1,Divorced,Car Ownership,1 Children
25.0,Company Invited,2,960.0,Small Business,male,3.0,4.0,basic,3.0,2.0,0,4,executive,331815.0,0,Unmarried,Car Ownership,2 Children
40.0,Self Enquiry,2,420.0,Small Business,female,3.0,4.0,deluxe,3.0,2.0,0,3,manager,386100.0,0,Divorced,Car Ownership,2 Children
22.0,Self Enquiry,2,600.0,Small Business,male,2.0,4.0,basic,3.0,2.0,0,3,executive,342165.0,0,Unmarried,Car Ownership,1 Children
40.0,Self Enquiry,2,420.0,Salaried,female,3.0,4.0,standard,3.0,2.0,0,3,senior manager,416100.0,0,Married,No Car Ownership,2 Children
43.0,Self Enquiry,2,420.0,Salaried,male,2.0,4.0,deluxe,3.0,2.0,0,3,manager,339720.0,0,Married,Car Ownership,1 Children
22.0,Self Enquiry,2,840.0,Salaried,female,2.0,4.0,basic,4.0,2.0,0,3,executive,306300.0,0,Unmarried,Car Ownership,1 Children
40.0,Self Enquiry,2,540.0,Salaried,male,2.0,4.0,standard,3.0,5.0,0,3,senior manager,360615.0,0,Married,Car Ownership,1 Children
39.0,Self Enquiry,3,540.0,Salaried,male,2.0,4.0,standard,3.0,5.0,0,3,senior manager,490000.0,1,Unmarried,Car Ownership,1 Children
30.0,Company Invited,3,720.0,Salaried,female,3.0,4.0,deluxe,3.0,2.0,0,4,manager,330870.0,0,Unmarried,Car Ownership,2 Children
39.0,Company Invited,3,420.0,Salaried,male,3.0,4.0,deluxe,4.0,7.0,0,4,manager,342900.0,0,Unmarried,Car Ownership,2 Children
54.0,Self Enquiry,2,2100.0,Salaried,female,2.0,5.0,deluxe,3.0,5.0,0,3,manager,350145.0,0,Divorced,No Car Ownership,1 Children
49.0,Self Enquiry,2,720.0,Salaried,male,2.0,4.0,deluxe,3.0,1.0,0,3,manager,303615.0,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,3,manager,450000.0,0,Divorced,Car Ownership,2 Children
43.0,Company Invited,2,420.0,Salaried,male,2.0,4.0,deluxe,3.0,1.0,0,3,manager,328080.0,0,Unmarried,Car Ownership,1 Children
70.0,Self Enquiry,2,420.0,Salaried,male,2.0,4.0,deluxe,3.0,5.0,0,4,manager,322875.0,0,Divorced,Car Ownership,1 Children
36.0,Self Enquiry,2,600.0,Salaried,male,2.0,4.0,basic,3.0,1.0,0,3,executive,259500.0,0,Single,Car Ownership,1 Children
52.0,Self Enquiry,2,660.0,Salaried,male,2.0,4.0,king,4.0,3.0,0,4,manager,404115.0,0,Married,Car Ownership,1 Children
26.0,Company Invited,2,960.0,Small Business,female,2.0,4.0,basic,4.0,2.0,1,3,executive,319200.0,0,Divorced,Car Ownership,1 Children
38.0,Self Enquiry,2,1320.0,Salaried,male,2.0,4.0,deluxe,3.0,5.0,1,4,manager,351855.0,0,Unmarried,Car Ownership,1 Children
35.0,Company Invited,3,960.0,Small Business,female,2.0,5.0,deluxe,3.0,2.0,0,3,manager,318075.0,0,Divorced,No Car Ownership,1 Children
38.0,Self Enquiry,1,540.0,Large Business,male,3.0,4.0,basic,3.0,2.0,0,4,executive,490620.0,0,Married,No Car Ownership,2 Children
59.0,Company Invited,1,1020.0,Small Business,male,2.0,4.0,super deluxe,4.0,1.0,0,4,avp,454395.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,1,1980.0,Large Business,male,2.0,4.0,super deluxe,4.0,2.0,0,3,avp,540000.0,0,Unmarried,Car Ownership,1 Children
43.0,Self Enquiry,1,480.0,Small Business,female,3.0,4.0,standard,3.0,2.0,0,4,senior manager,383475.0,0,Divorced,Car Ownership,2 Children
41.0,Self Enquiry,1,840.0,Small Business,female,2.0,5.0,king,3.0,2.0,0,4,vp,541815.0,0,Married,Car Ownership,1 Children
44.0,Self Enquiry,1,900.0,Large Business,male,3.0,5.0,basic,3.0,5.0,0,4,executive,300000.0,0,Married,Car Ownership,2 Children
24.0,Company Invited,1,,Small Business,male,2.0,5.0,basic,3.0,2.0,0,4,executive,255045.0,1,Single,Car Ownership,1 Children
40.0,Self Enquiry,1,900.0,Small Business,male,2.0,5.0,basic,3.0,3.0,0,4,executive,267540.0,1,Married,Car Ownership,1 Children
31.0,Self Enquiry,1,480.0,Small Business,male,2.0,5.0,standard,3.0,2.0,0,3,senior manager,400000.0,0,Unmarried,No Car Ownership,1 Children
32.0,Self Enquiry,1,900.0,Small Business,male,2.0,4.0,basic,3.0,8.0,0,3,executive,318240.0,1,Single,Car Ownership,1 Children
56.0,Self Enquiry,1,540.0,Large Business,female,3.0,4.0,standard,3.0,5.0,0,5,senior manager,361065.0,0,Married,Car Ownership,2 Children
41.0,Self Enquiry,1,540.0,Small Business,female,2.0,4.0,basic,3.0,2.0,0,3,executive,260000.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,1,600.0,Large Business,male,3.0,4.0,standard,3.0,2.0,0,3,senior manager,363225.0,0,Unmarried,Car Ownership,2 Children
36.0,Self Enquiry,1,420.0,Small Business,male,2.0,4.0,basic,3.0,2.0,0,3,executive,366105.0,0,Divorced,No Car Ownership,1 Children
24.0,Company Invited,1,1380.0,Small Business,female,2.0,4.0,basic,3.0,2.0,0,3,executive,309030.0,0,Divorced,Car Ownership,1 Children
41.0,Self Enquiry,1,360.0,Salaried,male,2.0,4.0,deluxe,3.0,2.0,0,4,manager,320000.0,0,Unmarried,No Car Ownership,1 Children
100.0,Company Invited,1,,Salaried,female,2.0,4.0,deluxe,3.0,3.0,0,4,manager,327945.0,0,Single,No Car Ownership,1 Children
25.0,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,basic,3.0,2.0,0,4,executive,460000.0,0,Married,Car Ownership,2 Children
22.0,Self Enquiry,1,420.0,Salaried,female,3.0,4.0,basic,3.0,2.0,0,4,executive,295755.0,0,Divorced,Car Ownership,2 Children
41.0,Company Invited,1,780.0,Salaried,female,2.0,4.0,standard,3.0,2.0,0,4,senior manager,391110.0,0,Married,Car Ownership,1 Children
33.0,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,standard,3.0,3.0,0,4,senior manager,423450.0,0,Married,Car Ownership,2 Children
38.0,Self Enquiry,1,540.0,Salaried,male,2.0,4.0,deluxe,3.0,4.0,0,4,manager,368835.0,0,Married,Car Ownership,1 Children
,Self Enquiry,1,1380.0,Salaried,female,2.0,4.0,basic,3.0,2.0,0,4,executive,,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,1,300.0,Salaried,male,2.0,4.0,standard,3.0,3.0,0,3,senior manager,489900.0,0,Divorced,Car Ownership,1 Children
40.0,Self Enquiry,1,1080.0,Salaried,female,2.0,4.0,super deluxe,4.0,3.0,0,3,avp,429585.0,0,Married,Car Ownership,1 Children
39.0,Company Invited,1,540.0,Salaried,male,2.0,4.0,basic,3.0,3.0,0,4,manager,325560.0,0,Married,Car Ownership,1 Children
53.0,Self Enquiry,2,840.0,Small Business,female,3.0,3.0,deluxe,3.0,7.0,0,2,manager,286920.0,0,Married,Car Ownership,2 Children
,Company Invited,2,720.0,Small Business,male,3.0,3.0,basic,3.0,2.0,0,2,executive,278535.0,1,Married,Car Ownership,2 Children
45.0,Self Enquiry,2,1860.0,Large Business,male,3.0,3.0,deluxe,4.0,5.0,0,2,manager,354135.0,0,Married,Car Ownership,2 Children
28.0,Company Invited,2,960.0,Large Business,male,3.0,3.0,deluxe,3.0,2.0,0,2,manager,309390.0,0,Married,Car Ownership,2 Children
50.0,Self Enquiry,2,660.0,Salaried,male,3.0,3.0,deluxe,4.0,5.0,0,2,manager,320000.0,0,Married,Car Ownership,2 Children
41.0,Self Enquiry,2,1020.0,Salaried,male,3.0,3.0,standard,3.0,5.0,0,1,senior manager,332085.0,0,Married,Car Ownership,2 Children
31.0,Self Enquiry,3,1020.0,Small Business,female,3.0,3.0,basic,3.0,3.0,0,2,executive,255615.0,0,Married,Car Ownership,2 Children
49.0,Self Enquiry,2,840.0,Salaried,male,3.0,3.0,deluxe,3.0,5.0,0,2,manager,331905.0,0,Married,Car Ownership,2 Children
70.0,Self Enquiry,2,600.0,Small Business,male,3.0,3.0,deluxe,3.0,2.0,0,1,manager,317310.0,0,Married,Car Ownership,2 Children
43.0,Self Enquiry,2,480.0,Small Business,female,3.0,3.0,deluxe,3.0,6.0,0,2,manager,334980.0,0,Unmarried,Car Ownership,2 Children
31.0,Self Enquiry,2,2040.0,Large Business,male,3.0,3.0,deluxe,3.0,3.0,0,2,manager,310395.0,0,Married,No Car Ownership,2 Children
37.0,Self Enquiry,2,660.0,Salaried,female,3.0,3.0,deluxe,3.0,5.0,0,2,manager,346125.0,0,Married,Car Ownership,2 Children
45.0,Company Invited,2,540.0,Salaried,male,3.0,3.0,super deluxe,3.0,2.0,0,2,avp,370965.0,0,Single,Car Ownership,2 Children
35.0,Self Enquiry,2,480.0,Small Business,male,2.0,4.0,basic,4.0,7.0,0,4,executive,271410.0,0,Married,Car Ownership,1 Children
27.0,Company Invited,2,1260.0,Small Business,female,1.0,4.0,basic,3.0,3.0,0,3,executive,300000.0,0,Unmarried,Car Ownership,No Children
49.0,Self Enquiry,2,900.0,Small Business,female,2.0,4.0,super deluxe,4.0,6.0,0,4,avp,471120.0,0,Single,Car Ownership,1 Children
46.0,Self Enquiry,2,1200.0,Salaried,female,2.0,4.0,deluxe,3.0,4.0,0,3,manager,357855.0,0,Unmarried,Car Ownership,1 Children
20.0,Self Enquiry,1,720.0,Small Business,male,3.0,4.0,basic,4.0,3.0,1,3,executive,315060.0,1,Single,No Car Ownership,2 Children
45.0,Company Invited,2,540.0,Small Business,female,2.0,4.0,deluxe,3.0,6.0,1,3,manager,300000.0,1,Married,No Car Ownership,1 Children
48.0,Self Enquiry,1,600.0,Salaried,male,2.0,4.0,super deluxe,3.0,4.0,1,4,avp,473325.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,1,420.0,Small Business,male,2.0,6.0,basic,3.0,3.0,0,3,executive,354105.0,0,Married,Car Ownership,1 Children
32.0,Company Invited,2,1800.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,369285.0,0,Married,Car Ownership,2 Children
25.0,Self Enquiry,1,540.0,Large Business,male,3.0,3.0,basic,3.0,2.0,0,2,executive,258930.0,0,Unmarried,Car Ownership,2 Children
31.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,basic,3.0,5.0,1,1,executive,342900.0,1,Divorced,No Car Ownership,2 Children
37.0,Company Invited,1,960.0,Salaried,female,3.0,3.0,basic,3.0,3.0,0,2,executive,315465.0,0,Married,Car Ownership,2 Children
33.0,Self Enquiry,1,780.0,Salaried,male,3.0,3.0,basic,3.0,3.0,0,2,executive,339435.0,1,Divorced,Car Ownership,2 Children
39.0,Self Enquiry,2,780.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,2,manager,323820.0,0,Married,Car Ownership,2 Children
30.0,Self Enquiry,1,,Small Business,female,1.0,4.0,basic,3.0,2.0,0,4,executive,255270.0,0,Divorced,Car Ownership,No Children
37.0,Self Enquiry,1,1320.0,Small Business,male,2.0,4.0,basic,3.0,5.0,0,4,executive,300000.0,0,Married,Car Ownership,1 Children
36.0,Company Invited,1,1560.0,Salaried,male,2.0,4.0,deluxe,3.0,7.0,0,4,manager,345240.0,0,Unmarried,Car Ownership,1 Children
50.0,Company Invited,1,480.0,Salaried,female,1.0,3.0,super deluxe,3.0,1.0,1,2,avp,526770.0,0,Single,Car Ownership,No Children
22.0,Company Invited,1,840.0,Salaried,male,3.0,3.0,basic,3.0,2.0,0,2,executive,264315.0,0,Divorced,No Car Ownership,2 Children
50.0,Company Invited,1,1740.0,Salaried,female,2.0,6.0,standard,3.0,4.0,0,4,senior manager,501375.0,1,Married,Car Ownership,1 Children
50.0,Self Enquiry,1,1140.0,Salaried,female,2.0,3.0,super deluxe,4.0,5.0,0,3,avp,565035.0,0,Married,Car Ownership,unknown
31.0,Company Invited,2,1020.0,Small Business,male,3.0,5.0,basic,4.0,1.0,0,4,executive,302100.0,1,Married,Car Ownership,2 Children
20.0,Self Enquiry,3,,Small Business,female,2.0,5.0,basic,3.0,3.0,0,3,executive,306240.0,0,Single,Car Ownership,1 Children
21.0,Company Invited,2,1500.0,Small Business,female,2.0,5.0,basic,3.0,2.0,0,4,executive,262605.0,1,Single,Car Ownership,1 Children
41.0,Company Invited,2,1920.0,Small Business,female,2.0,5.0,deluxe,3.0,1.0,0,4,manager,333630.0,0,Married,Car Ownership,1 Children
37.0,Self Enquiry,2,420.0,Small Business,female,2.0,5.0,basic,3.0,4.0,0,3,executive,316545.0,0,Single,Car Ownership,1 Children
37.0,Self Enquiry,2,360.0,Large Business,female,2.0,5.0,basic,3.0,5.0,0,4,executive,321120.0,0,Married,Car Ownership,1 Children
50.0,Self Enquiry,2,840.0,Salaried,male,1.0,3.0,king,3.0,2.0,0,2,vp,530895.0,0,Married,Car Ownership,No Children
51.0,Self Enquiry,1,960.0,Salaried,male,1.0,3.0,super deluxe,3.0,1.0,0,2,avp,560550.0,0,Divorced,Car Ownership,No Children
40.0,Company Invited,2,480.0,Small Business,male,2.0,5.0,standard,3.0,2.0,1,2,senior manager,435585.0,0,Single,Car Ownership,1 Children
37.0,Company Invited,3,420.0,Salaried,female,2.0,5.0,standard,4.0,2.0,0,3,senior manager,470970.0,0,Married,Car Ownership,1 Children
33.0,Company Invited,2,1380.0,Salaried,male,2.0,5.0,deluxe,3.0,3.0,0,4,manager,323160.0,0,Married,Car Ownership,1 Children
36.0,Company Invited,1,780.0,Small Business,female,2.0,5.0,standard,3.0,2.0,0,2,senior manager,441165.0,0,Unmarried,Car Ownership,1 Children
38.0,Self Enquiry,1,720.0,Small Business,male,3.0,5.0,deluxe,3.0,3.0,0,3,manager,310000.0,0,Married,Car Ownership,2 Children
20.0,Company Invited,1,960.0,Small Business,male,3.0,5.0,basic,3.0,3.0,0,3,executive,343230.0,0,Married,Car Ownership,2 Children
39.0,Self Enquiry,1,420.0,Small Business,male,2.0,5.0,basic,3.0,4.0,0,3,executive,307905.0,0,Divorced,Car Ownership,1 Children
39.0,Self Enquiry,1,1500.0,Small Business,male,2.0,5.0,deluxe,4.0,7.0,0,4,manager,348840.0,0,Unmarried,Car Ownership,1 Children
19.0,Self Enquiry,1,480.0,Small Business,male,3.0,5.0,basic,4.0,7.0,0,5,executive,300000.0,1,Divorced,Car Ownership,2 Children
35.0,Company Invited,3,1020.0,Small Business,female,3.0,5.0,standard,3.0,2.0,0,4,senior manager,323160.0,0,Divorced,Car Ownership,2 Children
110.0,Self Enquiry,1,420.0,Salaried,male,3.0,5.0,basic,3.0,1.0,0,3,executive,401580.0,0,Married,Car Ownership,2 Children
26.0,Self Enquiry,1,480.0,Salaried,male,3.0,5.0,basic,3.0,3.0,0,5,executive,357120.0,0,Married,Car Ownership,2 Children
40.0,Company Invited,1,540.0,Salaried,female,2.0,5.0,super deluxe,3.0,2.0,0,3,avp,547680.0,0,Married,Car Ownership,1 Children
27.0,Self Enquiry,1,480.0,Salaried,male,2.0,5.0,basic,3.0,3.0,0,4,executive,298635.0,0,Married,Car Ownership,1 Children
30.0,Company Invited,1,420.0,Salaried,male,3.0,5.0,basic,3.0,7.0,0,3,executive,267495.0,0,Single,Car Ownership,2 Children
30.0,Company Invited,1,1320.0,Salaried,male,2.0,5.0,basic,3.0,3.0,0,4,executive,310000.0,0,Divorced,Car Ownership,1 Children
55.0,Self Enquiry,1,1920.0,Salaried,female,2.0,5.0,deluxe,3.0,1.0,0,4,manager,300000.0,0,Married,Car Ownership,1 Children
51.0,Self Enquiry,1,1080.0,Salaried,female,3.0,5.0,deluxe,4.0,6.0,0,5,manager,550000.0,0,Divorced,Car Ownership,2 Children
